id,display_name,alt_names,street,postnummer,ort,kommun,lan,lat,lon,svardighet
1,Hultet i Partille Brf,,Långåkern 1,43367,Partille,Partille kommun,Västra Götalands län,57.7204329,12.0774443,2
2,Växa Brf,,Nordtagsgatan,44255,Tega,Kungälvs kommun,Västra Götalands län,57.8596424,11.9030012,2
3,Tornhuset Brf,,Tomtegatan,41251,Göteborg,Göteborgs Stad,Västra Götalands län,57.7014319,11.9928427,2
5,Söderbourgen Brf,,Södra Vägen,41254,Göteborg,Göteborgs Stad,Västra Götalands län,57.6972745,11.9845842,2
6,Vildapeln Brf,,Vildapelsgatan,41320,Göteborg,Göteborgs Stad,Västra Götalands län,57.6886806,11.9641200,2
7,Haren i Krokslätt Brf,,Åbäcksgatan 4A,43167,Mölndal,Mölndals kommun,Västra Götalands län,57.6741158,12.0069466,2
9,Bellevue i Göteborg Brf,,Fänriksgatan,41505,Göteborg,Göteborgs Stad,Västra Götalands län,57.7323600,12.0220014,2
10,KB Avbitaren i Backa,,Hjalmar Brantingsgatan,41706,Göteborg,Göteborgs Stad,Västra Götalands län,57.7207513,11.9451907,2
11,Vasagatan 33 Brf,,Vasagatan 33,41137,Göteborg,Göteborgs Stad,Västra Götalands län,57.6995374,11.9722144,2
13,Slottsberget 2 Riksbyggen Brf,,Trombongatan 3,42151,Göteborg,Göteborgs Stad,Västra Götalands län,57.6559891,11.9105435,2
14,Lindholmshamnen SFF,,Lindholmshamnen 17,40271,Göteborg,Göteborgs Stad,Västra Götalands län,57.7084454,11.9409872,2
15,Gamla Skräddarvägen Brf,,Modistvägen,44455,Hallerna,Stenungsunds kommun,Västra Götalands län,58.0476976,11.8401939,2
16,Lindholmsvarvet Brf,,Lindholmshamnen 21,40271,Göteborg,Göteborgs Stad,Västra Götalands län,57.7086402,11.9408694,2
17,BoKlok Skogstomten Brf,,Vittrornas väg 2,44632,Älvängen,Ale kommun,Västra Götalands län,57.9468530,12.1235043,2
18,Gerås Brf,,Teleskopgatan 18,41557,Göteborg,Göteborgs Stad,Västra Götalands län,57.7596747,12.0611265,2
19,Leopold i Mölndal HSB Brf,,Hagåkersgatan 24B,43141,Mölndal,Mölndals kommun,Västra Götalands län,57.6624501,12.0030484,2
20,Ingebäckslyckan 1 Brf,,Ingebäckslyckan 1-18,42534,Mysterna,Göteborgs Stad,Västra Götalands län,57.8020079,11.9942957,2
21,Renströmska Villan Brf,,Övre Sanatoriegatan 62,41653,Göteborg,Göteborgs Stad,Västra Götalands län,57.7135475,12.0341816,2
22,Balladen i Västra Eriksberg Brf,,Astris Gata 74,41767,Göteborg,Göteborgs Stad,Västra Götalands län,57.6997080,11.9042997,2
23,Serenaden i Västra Eriksberg Brf,,Astris Gata 58,41767,Göteborg,Göteborgs Stad,Västra Götalands län,57.6998005,11.9047588,2
24,Ingeborg Hammarskjölds SFF,,Ingeborg Hammarskjölds Gata 56,41528,Göteborg,Göteborgs Stad,Västra Götalands län,57.7343050,12.0353312,2
25,Smörblomman Brf,,Ljungslättsgatan 4,41678,Göteborg,Göteborgs Stad,Västra Götalands län,57.7151911,12.0592484,2
26,Kvibergs Berså Brf,,Margit Halls Gata 7,41528,Göteborg,Göteborgs Stad,Västra Götalands län,57.7338309,12.0329021,2
27,Enekullen i Kungälv,,Enekullsvägen 60,44250,Kungälv,Kungälvs kommun,Västra Götalands län,57.8666326,11.9386087,2
28,Sillsalteriet Brf,,Fjärde Långgatan,41327,Göteborg,Göteborgs Stad,Västra Götalands län,57.6975818,11.9457365,2
29,Margit Halls Samfällighetsförening,,Margit Halls Gata,41528,Göteborg,Göteborgs Stad,Västra Götalands län,57.7337404,12.0336650,2
30,Ångaren India Brf,,Ångaren Ernas Gata,41760,Göteborg,Göteborgs Stad,Västra Götalands län,57.7076585,11.9245169,2
31,Carlanderska Parken Brf,,Eklandagatan 29B,41282,Göteborg,Göteborgs Stad,Västra Götalands län,57.6920629,11.9871297,2
32,Tallsmygaren Brf,,Olles gata,44255,Tega,Kungälvs kommun,Västra Götalands län,57.8584239,11.9023152,2
33,Gula Huset,,Stigbergsliden 1,41463,Göteborg,Göteborgs Stad,Västra Götalands län,57.6993905,11.9383775,2
34,Chalmersgatan i Göteborg Brf,,Chalmersgatan 29,41135,Göteborg,Göteborgs Stad,Västra Götalands län,57.6982840,11.9748976,2
35,Balder Projektutveckling,,Träkilsgatan,41677,Göteborg,Göteborgs Stad,Västra Götalands län,57.7192127,12.0579657,2
36,Björkkronan Brf,,Träkilsgatan 50,41650,Göteborg,Göteborgs Stad,Västra Götalands län,57.7193705,12.0588121,2
37,Grimberget Brf,,Föreningsgatan 3A,41127,Göteborg,Göteborgs Stad,Västra Götalands län,57.6941913,11.9619787,2
38,Kareby Äng Samfällighet,,Uttervägen 20,44246,Kareby,Kungälvs kommun,Västra Götalands län,57.9059036,11.9272660,2
40,Merkurius 1 Samfällighetsföreningen,,Tellusgatan,41519,Göteborg,Göteborgs Stad,Västra Götalands län,57.7579191,12.0727882,2
41,Bergstoppen 1 Brf,,Tellusgatan,41568,Göteborg,Göteborgs Stad,Västra Götalands län,57.7608719,12.0722546,2
42,Bergstoppen 2 Brf,,Tellusgatan,41568,Göteborg,Göteborgs Stad,Västra Götalands län,57.7608719,12.0722546,2
43,Bergsjöbyn Brf,,Tellusgatan,41568,Göteborg,Göteborgs Stad,Västra Götalands län,57.7608719,12.0722546,2
44,Kolla Trädgård Brf,,Granitvägen,43451,Kungsbacka,Kungsbacka kommun,Hallands län,57.4771358,12.0689894,2
45,Isfabriken Brf,,Nya Öjersjövägen,43533,,Partille kommun,Västra Götalands län,57.6884287,12.1102830,2
46,Friggaboden Brf,,Friggagatan,41101,Göteborg,Göteborgs Stad,Västra Götalands län,57.7105219,11.9864340,2
47,Ingareds Herrgård 1 Brf,,Ingaredsgatan,44165,Ingared,Alingsås kommun,Västra Götalands län,57.8478610,12.4573468,2
48,Tornstaden Gråbo AB,,Mjörnbo allé,44343,Gråbo,Lerums kommun,Västra Götalands län,57.8360840,12.3015459,2
49,Tornstaden Hjällsnäs AB,,Stinsens väg,44343,Gråbo,Lerums kommun,Västra Götalands län,57.8378951,12.3001868,2
50,Ängslycka i Älvängen Brf,,Lagaskiftesvägen,44637,Älvängen,Ale kommun,Västra Götalands län,57.9631037,12.1373076,2
51,Smugglaren 2003 Brf,,Nordhemsgatan 65,41306,Göteborg,Göteborgs Stad,Västra Götalands län,57.6932844,11.9503195,2
52,Strandpiparen 1934 HSB Brf,,Kolonigatan,41321,Göteborg,Göteborgs Stad,Västra Götalands län,57.6894958,11.9712502,2
53,Nordhemsgatan 16-20 Brf,,Nordhemsgatan 20A,41306,Göteborg,Göteborgs Stad,Västra Götalands län,57.6994198,11.9495564,2
54,Nabolaget Göteborg AB,,,43365,Partille,Partille kommun,Västra Götalands län,57.7268120,12.0694135,2
